Date,Day,Month,Year,Season,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Latitude error,Longitude error,Activity,Activity Long,Gender,Injury,Fatal,Species
30.Jul.09,30,7,2009,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Broken Head,-28.715,153.5844444,,,Surfing,Surfing,M,Left forearm grazed & puncture marks in wetsuit,N,Unknown
20.Dec.09,20,12,2009,Summer,Watercraft,AUSTRALIA,AUS,Queensland,Mudjimba Island,-26.61468235,153.1147405,,,Kayaking,Kayaking,M,"No injury to occupants, kayak bumped by shark",N,Unknown
22.Feb.09,22,2,2009,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Batt Reef,-16.4131174,145.7691578,,,Fishing,Fishing,M,Severe laceration to finger,N,Unknown
07.Feb.09,7,2,2009,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Cellito Beach,-32.3775,152.5258333,,,Surfing,Surfing,M,"No injury, surfboard dented",N,White shark
11.Feb.09,11,2,2009,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",-11.3979149,130.4271598,,,Diving,"Diving, but on the surface when bitten by the shark",M,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,Bull shark
28.Oct.09,28,10,2009,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Lennox Heads,None,None,,,Boarding,Paddle-boarding,F,"No injury, shark bit rear of paddleboard",N,Unknown
18.Feb.09,18,2,2009,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Shelly Beach, near Port Macquarie",-26.796302,153.1454155,,,Surfing,Surfing,M,"No injury to surfer, but the nose of his board was broken",N,Unknown
24.Jan.09,24,1,2009,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Surf Beach, Batemans Bay",-38.5133108,145.2997437,,,Swimming,Swimming,M,Hand injured,N,Unknown
12.Jan.09,12,1,2009,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Windang,       Lake Illawara",-34.5276256,150.871147,,,Snorkeling,Snorkeling,M,Puncture wounds to right calf,N,"Unknown, length given"
20.Dec.09,20,12,2009,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Lamont Reef,-16.35,145.9,,,Fishing,Spearfishing,M,Lacerations to hand & forearm,N,Bull shark
16.Mar.09,16,3,2009,Autumn,Provoked,AUSTRALIA,AUS,Western Australia,"The Natural Jetty, Rottnest Island",None,None,,,Wading,Wading,M,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,Wobbegong shark
23.Oct.10,23,10,2010,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Wedge Island,-43.1352285,147.6722074,,,Surfing,Kite Surfing,M,Lacerations to lower right leg,N,Unknown
06.Feb.10,6,2,2010,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Turners' Beach,-41.160506,146.242928,,,Boarding,Body boarding,M,"No injury, shark & board collided",N,White shark
27.Jan.10,27,1,2010,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Archie's Beach,-38.5499978,145.5666644,,,Surfing,Surfing,M,"No injury, surfboard bitten",N,Unknown
22.Jan.10,22,1,2010,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,Geelong,-38.1493248,144.3598241,,,Surfing,Surfing,M,Lacerations to right hand ,N,Unknown
28.Oct.10,28,10,2010,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Cheynes Beach,-34.8801321,118.4000174,,,Fishing,Spearfishing,M,"No injury, shark head-butted diver's thigh",N,Unknown
27.Nov.10,27,11,2010,Spring,Invalid,AUSTRALIA,AUS,Western Australia,Native Dog Beach,-34.4552524,119.3628837,,,Swimming,Swimming,M,Death may have been due to drowning,Unknown,Invalid
17.Aug.10,17,8,2010,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,Cowaramup Bay,-33.86084,114.98008,,,Surfing,Surfing,M,FATAL,Y,White shark
11.Feb.10,11,2,2010,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Mona Vale Beach, Sydney",-33.682969,151.311833,,,Surfing,Surfing,M,"Minor injury, lacerations to left lower leg",N,Wobbegong shark
18.May.10,18,5,2010,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Point Plomer,-31.314908,152.9754159,,,Surfing,Surfing,M,Superficial lacerations to lower left leg,N,Unknown
08.Aug.10,8,8,2010,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Crescent Head,-31.19,152.9761111,,,Surfing,Surfing,M,Left foot bitten,N,Unknown
09.Oct.10,9,10,2010,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Mullaway Headland,-30.0769195,153.2046516,,,Surfing,Surfing,M,Foot bitten,N,Bull shark
13.Sept.10,13,9,2010,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Fraser's Reef,-25.2591365,152.6886542,,,Surfing,Surfing,M,Lacerations and puncture wounds to leg and foot,N,"Unknown, length given"
13.Feb.10,13,2,2010,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Dent Island, Whitsundays",-20.35923885,148.9328433,,,Snorkeling,Snorkeling,F,Lacerations to legs & buttocks,N,"Unknown, length given"
10.Aug.10,10,8,2010,Winter,Provoked,AUSTRALIA,AUS,Queensland,"Three Mile Creek, Townsville",-19.3035349,146.6992388,,,Fishing,Fishing,F,Leg bitten by hooked shark PROVOKED INCIDENT,N,Unknown
09.Jan.10,9,1,2010,Summer,Unprovoked,AUSTRALIA,AUS,Torres Strait,Thursday Island,-10.57864585,142.2189206,,,Snorkeling,Snorkeling,F,2 sets of minor lacerations below her right knee,N,White shark
06.Jun.10,6,6,2010,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,"Conspicuous Beach, near Walpole",None,None,,,Surfing,Surfing,M,Severe laceration to right knee,N,Unknown
30.Oct.10,30,10,2010,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Off Garden Island,-32.20406,115.6751,,,Snorkeling,Snorkeling,F,Torso and left buttock bitten,N,White shark
12.Nov.10,12,11,2010,Spring,Watercraft,AUSTRALIA,AUS,Western Australia,Between Carnac and Garden Islands,None,None,,,Fishing,Fishing,M,No injury to occupant. Shark rammed bottom of the boat,N,White shark
23.Apr.11,23,4,2011,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,Red Bluffs,-37.967,145.017,,,Fishing,Washing sand off a speared fish,M,Heel bitten,N,"Unknown, length given"
19.Oct.11,19,10,2011,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,Elwood Beach,-37.889731,144.9841654,,,Diving,Diving,M,Small bruise to calf,N,Port Jackson shark
07.Dec.11,7,12,2011,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Maroubra,-33.9453441,151.2456824,,,Surfing,Surfing,M,Minor injuries to left leg ,N,Wobbegong shark
03.Jan.11,3,1,2011,Summer,Watercraft,AUSTRALIA,AUS,Western Australia,Busselton,-33.644499,115.3488754,,,Fishing,Fishing,Unknown,"No injury, shark nudged boat and bit propeller",N,White shark
04.Sept.11,4,9,2011,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Bunker Bay,-33.54022,115.04011,,,Boarding,Body boarding,M,FATAL,Y,White shark
22.Oct.11,22,10,2011,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Rottnest Island,-32.0070095,115.5205271,,,Diving,Diving,M,FATAL,Y,White shark
09.Oct.11,9,10,2011,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Cottesloe Beach,-31.99539645,115.7511955,,,Swimming,Swimming,M,FATAL,Y,Unknown
23.Mar.11,23,3,2011,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Crowdy Head,-31.8429153,152.7538601,,,Surfing,Surfing,M,Severe injury to left forearm,N,Bull shark
11.Dec.11,11,12,2011,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Angourie,-29.478884,153.3600421,,,Surfing,Surfing,M,5 puncture wounds to thigh,N,White shark
02.Dec.11,2,12,2011,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Broken Head,-28.715,153.5844444,,,Surfing,Surfing,M,Torn shoulder ligament as result of collision with shark,N,Unknown
10.Mar.11,10,3,2011,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,"Tallow Beach, Byron Bay",-28.6697473,153.6208087,,,Surfing,Surfing,M,"No injury, surboard broken",N,Unknown
20.Jan.11,20,1,2011,Summer,Invalid,AUSTRALIA,AUS,New South Wales,Cudgen Creek ,-28.2938914,153.5680193,,,Swimming,Swimming,F,Lacerations to both legs,Unknown,Invalid
28.Feb.11,28,2,2011,Summer,Provoked,AUSTRALIA,AUS,Queensland,Between ,-27.469844,153.012277,,,Fishing,Fishing,M,Lacerations to right hand by hooked shark PROVOKED INCIDENT,N,Bull shark
28.Nov.11,28,11,2011,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Peregian,-26.4810973,153.0961801,,,Swimming,Swimming,M,Puncture marks to foot,N,Wobbegong shark
13.Feb.11,13,2,2011,Summer,Provoked,AUSTRALIA,AUS,Queensland,Sunshine Beach,-26.4051292,153.1117838,,,Fishing,Fishing,M,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,"Unknown, length given"
12.Feb.11,12,2,2011,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Exmouth,-21.93244,114.125809,,,Snorkeling,Snorkeling,M,Arm bitten,N,Unknown
28.Aug.11,28,8,2011,Winter,Invalid,AUSTRALIA,AUS,Queensland,Fantome Island,-18.68722775,146.5194449,,,Swimming,Swimming,M,FATAL,Unknown,Invalid
16.Mar.11,16,3,2011,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,"Jimmys Beach, Port Stephens",-32.6781978,152.1778016,,,Boarding,Wakeboarding,F,"Severe injuries to head, neck, shoulder & upper left arm",N,"Unknown, length given"
05.Dec.11,5,12,2011,Summer,Invalid,AUSTRALIA,AUS,Queensland,Bushy Ilet,None,None,,,Fishing,Spearfishing,Unknown,Killed by a shark or crocodile.,Unknown,Invalid
17.Feb.11,17,2,2011,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Off Perforated Island near Coffin Bay,None,None,,,Diving,Diving for abalone,M,FATAL,Y,White shark
22.Jun.12,22,6,2012,Winter,Unprovoked,AUSTRALIA,AUS,Tasmania,South Cape Bay,-43.6212171,146.794109,,,Surfing,Surfing,M,"Knocked off board, shark bit nose off surfboard",N,Unknown
12.Jun.12,12,6,2012,Winter,Unprovoked,AUSTRALIA,AUS,Victoria,Port Campbell,-38.6196293,142.995366,,,Surfing,Surfing,M,Laceration to right foot,N,"Unknown, length given"
03.Jan.12,3,1,2012,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,North Avoca Beach,-33.46042105,151.4382576,,,Surfing,Surfing,M,Right forearm and wrist injured,N,"Unknown, length given"
03.Jun.12,3,6,2012,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,"Redhead Beach, Newcastle",-33.0147213,151.7059403,,,Surfing,Surf skiing ,M,"No injury, ski bitten",N,White shark
18.Jan.12,18,1,2012,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Redhead Beach,-33.0147213,151.7059403,,,Surfing,Surfing,M,Lacerations to thigh,N,White shark
31.Jul.12,31,7,2012,Winter,Unprovoked,AUSTRALIA,AUS,South Australia,Streaky Bay,-32.7380424,134.6157973,,,Surfing,Surfing,M,Lacerations to torso & arm,N,White shark
25.Feb.12,25,2,2012,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Broughton Island,-32.617282,152.3200714,,,Fishing,Fishing,M,Laceration to left foot,N,Grey nurse shark
19.Dec.12,19,12,2012,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Trigg Beach,-31.8773458,115.7515833,,,Surfing,Surfing,M,No injury,N,Tiger shark
11.Aug.12,11,8,2012,Winter,Watercraft,AUSTRALIA,AUS,Western Australia,Ocean Reef,-31.7569941,115.7380757,,,Fishing,Fishing,Unknown,"No injury, shark grabbed outboard motor",N,"Unknown, length given"
20.Mar.12,20,3,2012,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Nobby's Beach,-31.4463697,152.9294969,,,Surfing,Surfing,M,Lacerations to left calf,N,Bull shark
02.Jan.12,2,1,2012,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Duranbah,-28.3069529,153.5218903,,,Fishing,Spearfishing,M,"No injury, punctures to swim fin",N,Tiger shark
22.Mar.12,22,3,2012,Autumn,Watercraft,AUSTRALIA,AUS,Western Australia,Kalbarri,-27.7109989,114.1638162,,,Fishing,Crayfishing,Unknown,"No injury to occupants. Shark bit propelle, rope & crayfish float",N,White shark
06.Feb.12,6,2,2012,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Wurtulla,-26.755654,153.1280208,,,Surfing,Surfing,M,"No injury, but fin lost from surfboard",N,Unknown
27.Nov.12,27,11,2012,Spring,Invalid,AUSTRALIA,AUS,Queensland,Mooloolaba,-26.6852565,153.1131849,,,Unknown,,M,"Injury to ankle caused  by a stingray, not a shark",Unknown,Invalid
19.Jan.12,19,1,2012,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Coral Bay,-23.1436752,113.770165,,,Snorkeling,Snorkeling,M,Lacerations to right forearm,N,Tiger shark
02.Dec.12,2,12,2012,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Green Island,-16.760241,145.974037,,,Fishing,Spearfishing,M,Minor puncture wounds to knee,N,Tiger shark
30.Dec.12,30,12,2012,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Between Dee Why and Long Reef,None,None,,,Surfing,Surfing,M,"No injury, chunk missing from surfboard",N,"Unknown, length given"
28.Dec.12,28,12,2012,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Kylie's Beach, Diamond Head",-31.73916205,152.7911642,,,Boarding,Paddle boarding,M,Lacerations to thigh and hand,N,Bull shark
11.Apr.12,11,4,2012,Autumn,Watercraft,AUSTRALIA,AUS,South Australia,"Dolphin Bay, Innes National Park",None,None,,,Kayaking,Kayaking,M,Minor wound to his thigh when shark bit kayak,N,White shark
07.Jul.12,7,7,2012,Winter,Invalid,AUSTRALIA,AUS,Victoria,Ship's Graveyard off Point Lonsdale,-36.41436882,145.3973122,,,Diving,Scuba diving,F,Cause of death was drowning & preceded shark involvement,Unknown,Unknown
06.Mar.12,6,3,2012,Autumn,Provoked,AUSTRALIA,AUS,Victoria,"Shipwreck Cove, Melbourne Aquarium",-32.42110395,115.7483797,,,Diving,"Diving, feeding sharks",F,Superficial lacerations to right side of face PROVOKED ACCIDENT,N,Tawny nurse shark
02.Oct.12,2,10,2012,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Mullaloo Beach, Perth",-31.784531,115.7341795,,,Boarding,Bodyboarding,M,"No injury, but swim fin bitten & torn",N,"Unknown, length given"
20.Jun.12,20,6,2012,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,"Mullaloo Beach, Perth",-31.784531,115.7341795,,,Surfing,Surf skiing ,M,"No injury, ski severely damaged",N,"Unknown, length given"
14.Jul.12,14,7,2012,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,Off Wedge Island,None,None,,,Surfing,Surfing,M,FATAL,Y,White shark
28.Aug.12,28,8,2012,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,Red Bluff near Quobba Station,None,None,,,Surfing,Surfing,M,Lacerations to torso and arm,N,Unknown
31.Mar.12,31,3,2012,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,Stratham Beach,None,None,,,Diving,Scuba diving,M,FATAL,Y,White shark
26.Jan.13,26,1,2013,Summer,Watercraft,AUSTRALIA,AUS,Victoria,Cape Nelson,-38.4309876,141.5445567,,,Fishing,Fishing,M,"No injury to occupants, shark bit propeller",N,White shark
06.Jun.13,6,6,2013,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Target Beach,-35.0715746,150.7828873,,,Surfing,Surfing,M,"No injury, board damaged",N,"Unknown, length given"
23.Nov.13,23,11,2013,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Gracetown,-33.8646786,114.9881592,,,Surfing,Surfing,M,FATAL,Y,White shark
24.Oct.13,24,10,2013,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,South Narrabeen Beach,-33.71751185,151.3000718,,,Surfing,Surfing,M,Injuries to right foot,N,Wobbegong shark
31.Mar.13,31,3,2013,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,Terrigal Beach,-33.44500245,151.443877,,,Surfing,Surfing,M,Never happened; it was a  hoax,Unknown,Invalid
25.Aug.13,25,8,2013,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Smiths,-32.384405,152.486136,,,Wrangling a shark,Wrangling a shark,M,Lacerations to left forearm,N,Unknown
02.Apr.13,2,4,2013,Autumn,Invalid,AUSTRALIA,AUS,Western Australia,Perth,-31.9558933,115.8605855,,,Unknown,,M,Disappeared. No evidence that he was taken by a shark,Unknown,Invalid
21.Apr.13,21,4,2013,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Crowdy Head,-31.8429153,152.7538601,,,Fishing,Fishing,M,Puncture wounds and lacerations to both legs,N,Grey nurse shark
28.Apr.13,28,4,2013,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Emerald Beach,-30.169441,153.188056,,,Fishing,Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,Wobbegong shark
25.Jan.13,25,1,2013,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Noosa,-26.3181415,152.9314093,,,Surfing,Surfing,M,Lacerations to neck,N,Unknown
28.Oct.13,28,10,2013,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Turquoise Bay,-22.0987234,113.8875011,,,Snorkeling,Snorkeling,F,Lacerations to right arm,N,Blacktip shark
30.Nov.13,30,11,2013,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Riecks Point,  Campbell’s Beach, ",-37.9064862,144.7533059,,,Boarding,Body boarding,M,FATAL,Y,Tiger shark
05.Dec.13,5,12,2013,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Shelly Beach, near Port Macquarie",-26.796302,153.1454155,,,Surfing,Surfing,M,"Puncture wounds to hand, laceration to leg",N,Wobbegong shark
21.Jan.13,21,1,2013,Summer,Invalid,AUSTRALIA,AUS,Queensland,Bullcock Beach,None,None,,,Dragging stranded shark into deeper water,Dragging stranded shark into deeper water,M,"No injury, a 3 m blue shark merely snapped at the man.",Unknown,Unknown
02.Jul.13,2,7,2013,Winter,Unprovoked,AUSTRALIA,AUS,Victoria,"Flinders, Mornington Penisula",-38.34004,145.05455,,,Surfing,Body surfing,M,"No injury, holes in wetsuit ",N,Unknown
10.Mar.13,10,3,2013,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,African Reef off Geraldton,None,None,,,Fishing,Spearfishing,M,Laceration to left hand,N,Bronze whaler
26.Oct.13,26,10,2013,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Little Island, near Hillarys",-34.4532631,137.36642,,,Diving,Diving for crayfish,M,"No injury, swim fin shredded",N,White shark
05.Jan.13,5,1,2013,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Near Legendre Island,None,None,,,Diving,Spearfishing / Free diving,M,Calf & shin bitten ,N,Unknown
08.Oct.13,8,10,2013,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Off Poison Creek, Cape Arid",-33.90160679,123.3441221,,,Diving,Diving for Abalone,M,"Injuries to torso, head and face",N,White shark
12.Nov.13,12,11,2013,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Trigg Beach, Perth",-31.8773458,115.7515833,,,Surfing,Surfing,M,"No injury, board bumped by shark",N,White shark
28.Dec.14,28,12,2014,Summer,Provoked,AUSTRALIA,AUS,Victoria,Paradise Beach,-38.1893528,147.4240851,,,Fishing,Fishing,M,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,"Unknown, length given"
03.Apr.14,3,4,2014,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Tathra,-36.7284498,149.9850271,,,Swimming,Swimming,F,FATAL,Y,White shark
29.Dec.14,29,12,2014,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Bherwerre Beach,-35.1736587,150.6087871,,,Surfing,Surfing,Unknown,Lacerations to both feet,N,"Unknown, length given"
08.Feb.14,8,2,2014,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,"Goldsmith Beach, Yorke Peninsula",-35.0747847,137.6877757,,,Diving,Spearfishing / Free diving,M,FATAL,Y,Unknown
01.Jun.14,1,6,2014,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,"Seven Mile Beach, Gerroa",-34.83706065,150.7539819,,,Surfing,Surfing,M,Lacerations & puncture wounds to ankle and foot,N,Unknown
26.Jan.14,26,1,2014,Summer,Provoked,AUSTRALIA,AUS,New South Wales,Umina Beach,-33.5177778,151.3094444,,,Fishing,Fishing,M,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,"Unknown, length given"
17.Oct.14,17,10,2014,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Avoca Beach,-33.465,151.4344444,,,Surfing,Surfing,F,"Lacerations to left calf & ankle, puncture wounds to left foot",N,"Unknown, length given"
29.Nov.14,29,11,2014,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Pyramids Beach, Port Bouvard",-32.60363855,115.6305063,,,Surfing,Surfing,M,Minor injuries to right leg,N,Unknown
19.Nov.14,19,11,2014,Spring,Watercraft,AUSTRALIA,AUS,Western Australia,Freo,-32.06002855,115.751237,,,Fishing,Fishing,M,"Shark chasing fish bumped boat, no injury to occupants",N,White shark
29.Oct.14,29,10,2014,Spring,Provoked,AUSTRALIA,AUS,New South Wales,Wallabi Point,-31.9902778,152.5633333,,,Surfing,Surfing,M,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,Unknown
12.Mar.14,12,3,2014,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Lighthouse Beach,-31.477518,152.931025,,,Swimming,Swimming,M,Minor lacerations to foot,N,Wobbegong shark
10.Nov.14,10,11,2014,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Moonee Beach,-30.2059311,153.1521065,,,Surfing,Surfing,M,Minor injury to lower leg and foot,N,Unknown
18.Mar.14,18,3,2014,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,Lennox Head,-28.7910334,153.5878047,,,Unknown,,F,"Injuries to wrist/hand by a mackerel, not a shark",Unknown,Invalid
09.Sept.14,9,9,2014,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Clarkes Beach, Byron Bay",-28.6397283,153.6273582,,,Swimming,Swimming,M,FATAL,Y,"Unknown, length given"
16.Aug.14,16,8,2014,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,Gnaraloo,-24.3471146,113.4136905,,,Fishing,Spearfishing,M,Lacerations to face and neck,N,"Unknown, length given"
17.Jun.14,17,6,2014,Winter,Provoked,AUSTRALIA,AUS,Western Australia,Horizontal Falls,-16.3789278,123.9595243,,,Petting a shark,Petting a shark,M,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,Lemon shark
22.May.14,22,5,2014,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,The Australian Shark and Ray Centre,None,None,,,Teasing a shark,Teasing a shark,M,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,Tawny nurse shark
24.May.14,24,5,2014,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Nerang River near Chevron Island,None,None,,,Fell,Fell into the water,F,Lacerations to legs,N,Bull shark
15.Dec.14,15,12,2014,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Rudder Reef,-16.35,145.9,,,Fishing,Spearfishing,M,FATAL,Y,Tiger shark
14.May.14,14,5,2014,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,"Elliston, Eyre Peninsula",None,None,,,Surfing,Surfing,M,"No injury, but surfboard severely damaged",N,White shark
18.Jun.14,18,6,2014,Winter,Unprovoked,AUSTRALIA,AUS,South Australia,"Middleton Point, Fleurieu Peninsula",-37.90817529,144.7587788,,,Surfing,Surfing,M,"No injury, surfboard 'attacked'",N,Unknown
18.Jun.14,18,6,2014,Winter,Unprovoked,AUSTRALIA,AUS,South Australia,"Middleton Point, Fleurieu Peninsula",-37.90817529,144.7587788,,,Boarding,Body boarding,M,Lacerations to knee,N,Unknown
09.Jun.14,9,6,2014,Winter,Unprovoked,AUSTRALIA,AUS,South Australia,"Parsons Beach,  Fleurieu Peninsula",-34.7519091,137.4811268,,,Boarding,Body boarding,M,Minor injury to torso,N,Bronze whaler
18.Mar.14,18,3,2014,Autumn,Unprovoked,AUSTRALIA,AUS,Victoria,Winkipop Beach,None,None,,,Surfing,Surfing,M,Shark leapt onto surfboard; surfer uninjured ,N,Unknown
02.Oct.14,2,10,2014,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",-37.4818511,140.0106789,,,Surfing,Surfing,M,"Left arm & right hand severed, lacerations to both legs",N,White shark
29.Mar.14,29,3,2014,Autumn,Invalid,AUSTRALIA,AUS,Western Australia,Off Dawesville Cut,None,None,,,Diving,Diving for lobsters,M,Shark bites may have been post mortem,Unknown,Invalid
11.Oct.14,11,10,2014,Spring,Watercraft,AUSTRALIA,AUS,Western Australia,"Castle Rock, north of Dunsborough",None,None,,,Kayaking,Kayaking,M,"Kayak deflated, no injury to occupants",N,Unknown
24.Apr.14,24,4,2014,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,"South Passage, south of Coral Bay",-26.15442666,113.1978619,,,Fishing,Spearfishing,M,Minor injury,N,"Unknown, length given"
29.Dec.14,29,12,2014,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Three Stripes near Cheynes Beach,None,None,,,Fishing,Spearfishing,M,FATAL,Y,White shark
11.Apr.15,11,4,2015,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,McKenzies Beach,,,-45.450624,169.344084,Boarding,Paddle boarding,M,Ankle injured,N,Unknown
16.Jan.15,16,1,2015,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Mollymook Beach, Bannister Head",-35.3193969,150.4715106,,,Filming,Filming,M,Bitten on hand & wrist,N,"Unknown, length given"
24.Jun.15,24,6,2015,Winter,Invalid,AUSTRALIA,AUS,Western Australia,Denmark,-34.960437,117.355116,,,Surfing,Surfing,F,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,White shark
30.Oct.15,30,10,2015,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Bald Island,-34.920622,118.46813,,,Fishing,Spearfishing,M,Minor injury,N,Unknown
25.Apr.15,25,4,2015,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,Fishery Bay,-34.914731,135.685888,,,Surfing,Surfing,M,Leg severed at mid-thigh,N,White shark
21.Dec.15,21,12,2015,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Bondi Beach,-33.8923133,151.2753137,,,Surfing,Surfing,M,"No injury, shark leapt on surfboard",N,Bronze whaler
08.Sept.15,8,9,2015,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,North Shelly Beach,-33.3661513,151.4933433,,,Surfing,Surfing,M,Minor laceration to hand,N,"Unknown, length given"
13.Dec.15,13,12,2015,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,Lake Macquarie,-33.0657425,151.6109869,,,Fishing,Fishing,Unknown,"No injury, shark rammed boat & bit motor",N,White shark
