Year,Country,Iso_alpha-3,Occurrences,Cumulative Occurrences,Continent
2009,United Arab Emirates,ARE,0,0,Asia
2010,United Arab Emirates,ARE,1,1,Asia
2011,United Arab Emirates,ARE,1,2,Asia
2012,United Arab Emirates,ARE,0,2,Asia
2013,United Arab Emirates,ARE,0,2,Asia
2014,United Arab Emirates,ARE,0,2,Asia
2015,United Arab Emirates,ARE,0,2,Asia
2016,United Arab Emirates,ARE,1,3,Asia
2017,United Arab Emirates,ARE,1,4,Asia
2018,United Arab Emirates,ARE,0,4,Asia
2019,United Arab Emirates,ARE,0,4,Asia
2020,United Arab Emirates,ARE,0,4,Asia
2021,United Arab Emirates,ARE,0,4,Asia
2022,United Arab Emirates,ARE,0,4,Asia
2023,United Arab Emirates,ARE,0,4,Asia
2024,United Arab Emirates,ARE,0,4,Asia
1700,Argentina,ARG,0,0,America
1703,Argentina,ARG,0,0,America
1721,Argentina,ARG,0,0,America
1733,Argentina,ARG,0,0,America
1738,Argentina,ARG,0,0,America
1748,Argentina,ARG,0,0,America
1749,Argentina,ARG,0,0,America
1751,Argentina,ARG,0,0,America
1753,Argentina,ARG,0,0,America
1755,Argentina,ARG,0,0,America
1764,Argentina,ARG,0,0,America
1767,Argentina,ARG,0,0,America
1771,Argentina,ARG,0,0,America
1776,Argentina,ARG,0,0,America
1779,Argentina,ARG,0,0,America
1780,Argentina,ARG,0,0,America
1783,Argentina,ARG,0,0,America
1784,Argentina,ARG,0,0,America
1785,Argentina,ARG,0,0,America
1786,Argentina,ARG,0,0,America
1788,Argentina,ARG,0,0,America
1791,Argentina,ARG,0,0,America
1792,Argentina,ARG,0,0,America
1800,Argentina,ARG,0,0,America
1802,Argentina,ARG,0,0,America
1803,Argentina,ARG,0,0,America
1804,Argentina,ARG,0,0,America
1805,Argentina,ARG,0,0,America
1807,Argentina,ARG,0,0,America
1808,Argentina,ARG,0,0,America
1810,Argentina,ARG,0,0,America
1812,Argentina,ARG,0,0,America
1815,Argentina,ARG,0,0,America
1816,Argentina,ARG,0,0,America
1817,Argentina,ARG,0,0,America
1818,Argentina,ARG,0,0,America
1819,Argentina,ARG,0,0,America
1822,Argentina,ARG,0,0,America
1823,Argentina,ARG,0,0,America
1825,Argentina,ARG,0,0,America
1826,Argentina,ARG,0,0,America
1827,Argentina,ARG,0,0,America
1828,Argentina,ARG,0,0,America
1829,Argentina,ARG,0,0,America
1830,Argentina,ARG,0,0,America
1831,Argentina,ARG,0,0,America
1832,Argentina,ARG,0,0,America
1834,Argentina,ARG,0,0,America
1835,Argentina,ARG,0,0,America
1836,Argentina,ARG,0,0,America
1837,Argentina,ARG,0,0,America
1839,Argentina,ARG,0,0,America
1840,Argentina,ARG,0,0,America
1841,Argentina,ARG,0,0,America
1842,Argentina,ARG,0,0,America
1844,Argentina,ARG,0,0,America
1845,Argentina,ARG,0,0,America
1846,Argentina,ARG,0,0,America
1847,Argentina,ARG,0,0,America
1848,Argentina,ARG,0,0,America
1849,Argentina,ARG,0,0,America
1850,Argentina,ARG,0,0,America
1851,Argentina,ARG,0,0,America
1852,Argentina,ARG,0,0,America
1853,Argentina,ARG,0,0,America
1855,Argentina,ARG,0,0,America
1856,Argentina,ARG,0,0,America
1857,Argentina,ARG,0,0,America
1858,Argentina,ARG,0,0,America
1859,Argentina,ARG,0,0,America
1860,Argentina,ARG,0,0,America
1861,Argentina,ARG,0,0,America
1862,Argentina,ARG,0,0,America
1863,Argentina,ARG,0,0,America
1864,Argentina,ARG,0,0,America
1865,Argentina,ARG,0,0,America
1866,Argentina,ARG,0,0,America
1867,Argentina,ARG,0,0,America
1868,Argentina,ARG,0,0,America
1869,Argentina,ARG,0,0,America
1870,Argentina,ARG,0,0,America
1871,Argentina,ARG,0,0,America
1872,Argentina,ARG,0,0,America
1873,Argentina,ARG,0,0,America
1874,Argentina,ARG,0,0,America
1875,Argentina,ARG,0,0,America
1876,Argentina,ARG,0,0,America
1877,Argentina,ARG,0,0,America
1878,Argentina,ARG,0,0,America
1879,Argentina,ARG,0,0,America
1880,Argentina,ARG,0,0,America
1881,Argentina,ARG,0,0,America
1882,Argentina,ARG,0,0,America
1883,Argentina,ARG,0,0,America
1884,Argentina,ARG,0,0,America
1885,Argentina,ARG,0,0,America
1886,Argentina,ARG,0,0,America
1887,Argentina,ARG,0,0,America
1888,Argentina,ARG,0,0,America
1889,Argentina,ARG,0,0,America
1890,Argentina,ARG,0,0,America
1891,Argentina,ARG,0,0,America
1892,Argentina,ARG,0,0,America
1893,Argentina,ARG,0,0,America
1894,Argentina,ARG,0,0,America
1895,Argentina,ARG,0,0,America
1896,Argentina,ARG,0,0,America
1897,Argentina,ARG,0,0,America
1898,Argentina,ARG,0,0,America
1899,Argentina,ARG,0,0,America
1900,Argentina,ARG,0,0,America
1901,Argentina,ARG,0,0,America
1902,Argentina,ARG,0,0,America
1903,Argentina,ARG,0,0,America
1904,Argentina,ARG,0,0,America
1905,Argentina,ARG,0,0,America
1906,Argentina,ARG,0,0,America
1907,Argentina,ARG,0,0,America
1908,Argentina,ARG,0,0,America
1909,Argentina,ARG,0,0,America
1910,Argentina,ARG,0,0,America
1911,Argentina,ARG,0,0,America
1912,Argentina,ARG,0,0,America
1913,Argentina,ARG,0,0,America
1914,Argentina,ARG,0,0,America
1915,Argentina,ARG,0,0,America
1916,Argentina,ARG,0,0,America
1917,Argentina,ARG,0,0,America
1918,Argentina,ARG,0,0,America
1919,Argentina,ARG,0,0,America
1920,Argentina,ARG,0,0,America
1921,Argentina,ARG,0,0,America
1922,Argentina,ARG,0,0,America
1923,Argentina,ARG,0,0,America
1924,Argentina,ARG,0,0,America
1925,Argentina,ARG,0,0,America
1926,Argentina,ARG,0,0,America
1927,Argentina,ARG,0,0,America
1928,Argentina,ARG,0,0,America
1929,Argentina,ARG,0,0,America
1930,Argentina,ARG,0,0,America
1931,Argentina,ARG,0,0,America
1932,Argentina,ARG,0,0,America
1933,Argentina,ARG,0,0,America
1934,Argentina,ARG,0,0,America
1935,Argentina,ARG,0,0,America
1936,Argentina,ARG,0,0,America
1937,Argentina,ARG,0,0,America
1938,Argentina,ARG,0,0,America
1939,Argentina,ARG,0,0,America
1940,Argentina,ARG,0,0,America
1941,Argentina,ARG,0,0,America
1942,Argentina,ARG,0,0,America
1943,Argentina,ARG,0,0,America
1944,Argentina,ARG,0,0,America
1945,Argentina,ARG,0,0,America
1946,Argentina,ARG,0,0,America
1947,Argentina,ARG,0,0,America
1948,Argentina,ARG,0,0,America
1949,Argentina,ARG,0,0,America
1950,Argentina,ARG,0,0,America
1951,Argentina,ARG,0,0,America
1952,Argentina,ARG,0,0,America
1953,Argentina,ARG,0,0,America
1954,Argentina,ARG,1,1,America
1955,Argentina,ARG,0,1,America
1956,Argentina,ARG,0,1,America
1957,Argentina,ARG,0,1,America
1958,Argentina,ARG,0,1,America
1959,Argentina,ARG,0,1,America
1960,Argentina,ARG,0,1,America
1961,Argentina,ARG,0,1,America
1962,Argentina,ARG,0,1,America
1963,Argentina,ARG,0,1,America
1964,Argentina,ARG,0,1,America
1965,Argentina,ARG,0,1,America
1966,Argentina,ARG,0,1,America
1967,Argentina,ARG,0,1,America
1968,Argentina,ARG,0,1,America
1969,Argentina,ARG,0,1,America
1970,Argentina,ARG,0,1,America
1971,Argentina,ARG,0,1,America
1972,Argentina,ARG,0,1,America
1973,Argentina,ARG,0,1,America
1974,Argentina,ARG,0,1,America
1975,Argentina,ARG,0,1,America
1976,Argentina,ARG,0,1,America
1977,Argentina,ARG,0,1,America
1978,Argentina,ARG,0,1,America
1979,Argentina,ARG,0,1,America
1980,Argentina,ARG,0,1,America
1981,Argentina,ARG,0,1,America
1982,Argentina,ARG,0,1,America
1983,Argentina,ARG,0,1,America
1984,Argentina,ARG,0,1,America
1985,Argentina,ARG,0,1,America
1986,Argentina,ARG,0,1,America
1987,Argentina,ARG,0,1,America
1988,Argentina,ARG,0,1,America
1989,Argentina,ARG,0,1,America
1990,Argentina,ARG,0,1,America
1991,Argentina,ARG,0,1,America
1992,Argentina,ARG,0,1,America
1993,Argentina,ARG,0,1,America
1994,Argentina,ARG,0,1,America
1995,Argentina,ARG,0,1,America
1996,Argentina,ARG,0,1,America
1997,Argentina,ARG,0,1,America
1998,Argentina,ARG,0,1,America
1999,Argentina,ARG,0,1,America
2000,Argentina,ARG,0,1,America
2001,Argentina,ARG,0,1,America
2002,Argentina,ARG,0,1,America
2003,Argentina,ARG,0,1,America
2004,Argentina,ARG,0,1,America
2005,Argentina,ARG,0,1,America
2006,Argentina,ARG,0,1,America
2007,Argentina,ARG,0,1,America
2008,Argentina,ARG,0,1,America
2009,Argentina,ARG,0,1,America
2010,Argentina,ARG,0,1,America
2011,Argentina,ARG,0,1,America
2012,Argentina,ARG,0,1,America
2013,Argentina,ARG,0,1,America
2014,Argentina,ARG,0,1,America
2015,Argentina,ARG,0,1,America
2016,Argentina,ARG,0,1,America
2017,Argentina,ARG,0,1,America
2018,Argentina,ARG,0,1,America
2019,Argentina,ARG,0,1,America
2020,Argentina,ARG,0,1,America
2021,Argentina,ARG,0,1,America
2022,Argentina,ARG,0,1,America
2023,Argentina,ARG,1,2,America
2024,Argentina,ARG,0,2,America
1700,American Samoa,ASM,0,0,Oceania
1703,American Samoa,ASM,0,0,Oceania
1721,American Samoa,ASM,0,0,Oceania
1733,American Samoa,ASM,0,0,Oceania
1738,American Samoa,ASM,0,0,Oceania
1748,American Samoa,ASM,0,0,Oceania
1749,American Samoa,ASM,0,0,Oceania
1751,American Samoa,ASM,0,0,Oceania
1753,American Samoa,ASM,0,0,Oceania
1755,American Samoa,ASM,0,0,Oceania
1764,American Samoa,ASM,0,0,Oceania
1767,American Samoa,ASM,0,0,Oceania
1771,American Samoa,ASM,0,0,Oceania
1776,American Samoa,ASM,0,0,Oceania
1779,American Samoa,ASM,0,0,Oceania
1780,American Samoa,ASM,0,0,Oceania
1783,American Samoa,ASM,0,0,Oceania
1784,American Samoa,ASM,0,0,Oceania
1785,American Samoa,ASM,0,0,Oceania
1786,American Samoa,ASM,0,0,Oceania
1788,American Samoa,ASM,0,0,Oceania
1791,American Samoa,ASM,0,0,Oceania
1792,American Samoa,ASM,0,0,Oceania
1800,American Samoa,ASM,0,0,Oceania
1802,American Samoa,ASM,0,0,Oceania
1803,American Samoa,ASM,0,0,Oceania
1804,American Samoa,ASM,0,0,Oceania
1805,American Samoa,ASM,0,0,Oceania
1807,American Samoa,ASM,0,0,Oceania
1808,American Samoa,ASM,0,0,Oceania
1810,American Samoa,ASM,0,0,Oceania
1812,American Samoa,ASM,0,0,Oceania
1815,American Samoa,ASM,0,0,Oceania
1816,American Samoa,ASM,0,0,Oceania
1817,American Samoa,ASM,0,0,Oceania
1818,American Samoa,ASM,0,0,Oceania
1819,American Samoa,ASM,0,0,Oceania
1822,American Samoa,ASM,0,0,Oceania
1823,American Samoa,ASM,0,0,Oceania
1825,American Samoa,ASM,0,0,Oceania
1826,American Samoa,ASM,0,0,Oceania
1827,American Samoa,ASM,0,0,Oceania
1828,American Samoa,ASM,0,0,Oceania
1829,American Samoa,ASM,0,0,Oceania
1830,American Samoa,ASM,0,0,Oceania
1831,American Samoa,ASM,0,0,Oceania
1832,American Samoa,ASM,0,0,Oceania
1834,American Samoa,ASM,0,0,Oceania
1835,American Samoa,ASM,0,0,Oceania
1836,American Samoa,ASM,0,0,Oceania
1837,American Samoa,ASM,0,0,Oceania
1839,American Samoa,ASM,0,0,Oceania
1840,American Samoa,ASM,0,0,Oceania
1841,American Samoa,ASM,0,0,Oceania
1842,American Samoa,ASM,0,0,Oceania
1844,American Samoa,ASM,0,0,Oceania
1845,American Samoa,ASM,0,0,Oceania
1846,American Samoa,ASM,0,0,Oceania
1847,American Samoa,ASM,0,0,Oceania
1848,American Samoa,ASM,0,0,Oceania
1849,American Samoa,ASM,0,0,Oceania
1850,American Samoa,ASM,0,0,Oceania
1851,American Samoa,ASM,0,0,Oceania
1852,American Samoa,ASM,0,0,Oceania
1853,American Samoa,ASM,0,0,Oceania
1855,American Samoa,ASM,0,0,Oceania
1856,American Samoa,ASM,0,0,Oceania
1857,American Samoa,ASM,0,0,Oceania
1858,American Samoa,ASM,0,0,Oceania
1859,American Samoa,ASM,0,0,Oceania
1860,American Samoa,ASM,0,0,Oceania
1861,American Samoa,ASM,0,0,Oceania
1862,American Samoa,ASM,0,0,Oceania
1863,American Samoa,ASM,0,0,Oceania
1864,American Samoa,ASM,0,0,Oceania
1865,American Samoa,ASM,0,0,Oceania
1866,American Samoa,ASM,0,0,Oceania
1867,American Samoa,ASM,0,0,Oceania
1868,American Samoa,ASM,0,0,Oceania
1869,American Samoa,ASM,0,0,Oceania
1870,American Samoa,ASM,0,0,Oceania
1871,American Samoa,ASM,0,0,Oceania
1872,American Samoa,ASM,0,0,Oceania
1873,American Samoa,ASM,0,0,Oceania
1874,American Samoa,ASM,0,0,Oceania
1875,American Samoa,ASM,0,0,Oceania
1876,American Samoa,ASM,0,0,Oceania
1877,American Samoa,ASM,0,0,Oceania
1878,American Samoa,ASM,0,0,Oceania
1879,American Samoa,ASM,0,0,Oceania
1880,American Samoa,ASM,0,0,Oceania
1881,American Samoa,ASM,0,0,Oceania
1882,American Samoa,ASM,0,0,Oceania
1883,American Samoa,ASM,0,0,Oceania
1884,American Samoa,ASM,0,0,Oceania
1885,American Samoa,ASM,0,0,Oceania
1886,American Samoa,ASM,0,0,Oceania
1887,American Samoa,ASM,0,0,Oceania
1888,American Samoa,ASM,0,0,Oceania
1889,American Samoa,ASM,0,0,Oceania
1890,American Samoa,ASM,0,0,Oceania
1891,American Samoa,ASM,0,0,Oceania
1892,American Samoa,ASM,0,0,Oceania
1893,American Samoa,ASM,0,0,Oceania
1894,American Samoa,ASM,0,0,Oceania
1895,American Samoa,ASM,0,0,Oceania
1896,American Samoa,ASM,0,0,Oceania
1897,American Samoa,ASM,0,0,Oceania
1898,American Samoa,ASM,0,0,Oceania
1899,American Samoa,ASM,0,0,Oceania
1900,American Samoa,ASM,0,0,Oceania
1901,American Samoa,ASM,0,0,Oceania
1902,American Samoa,ASM,0,0,Oceania
1903,American Samoa,ASM,0,0,Oceania
1904,American Samoa,ASM,0,0,Oceania
1905,American Samoa,ASM,0,0,Oceania
1906,American Samoa,ASM,0,0,Oceania
1907,American Samoa,ASM,0,0,Oceania
1908,American Samoa,ASM,0,0,Oceania
1909,American Samoa,ASM,0,0,Oceania
1910,American Samoa,ASM,0,0,Oceania
1911,American Samoa,ASM,0,0,Oceania
1912,American Samoa,ASM,0,0,Oceania
1913,American Samoa,ASM,0,0,Oceania
1914,American Samoa,ASM,0,0,Oceania
1915,American Samoa,ASM,0,0,Oceania
1916,American Samoa,ASM,0,0,Oceania
1917,American Samoa,ASM,0,0,Oceania
1918,American Samoa,ASM,0,0,Oceania
1919,American Samoa,ASM,0,0,Oceania
1920,American Samoa,ASM,0,0,Oceania
1921,American Samoa,ASM,0,0,Oceania
1922,American Samoa,ASM,0,0,Oceania
1923,American Samoa,ASM,0,0,Oceania
1924,American Samoa,ASM,0,0,Oceania
1925,American Samoa,ASM,0,0,Oceania
1926,American Samoa,ASM,0,0,Oceania
1927,American Samoa,ASM,0,0,Oceania
1928,American Samoa,ASM,0,0,Oceania
1929,American Samoa,ASM,0,0,Oceania
1930,American Samoa,ASM,0,0,Oceania
1931,American Samoa,ASM,0,0,Oceania
1932,American Samoa,ASM,0,0,Oceania
1933,American Samoa,ASM,0,0,Oceania
1934,American Samoa,ASM,0,0,Oceania
1935,American Samoa,ASM,0,0,Oceania
1936,American Samoa,ASM,0,0,Oceania
1937,American Samoa,ASM,0,0,Oceania
1938,American Samoa,ASM,0,0,Oceania
1939,American Samoa,ASM,0,0,Oceania
1940,American Samoa,ASM,0,0,Oceania
1941,American Samoa,ASM,0,0,Oceania
1942,American Samoa,ASM,0,0,Oceania
1943,American Samoa,ASM,0,0,Oceania
1944,American Samoa,ASM,0,0,Oceania
1945,American Samoa,ASM,0,0,Oceania
1946,American Samoa,ASM,0,0,Oceania
1947,American Samoa,ASM,0,0,Oceania
1948,American Samoa,ASM,0,0,Oceania
1949,American Samoa,ASM,0,0,Oceania
1950,American Samoa,ASM,0,0,Oceania
1951,American Samoa,ASM,0,0,Oceania
1952,American Samoa,ASM,0,0,Oceania
1953,American Samoa,ASM,0,0,Oceania
1954,American Samoa,ASM,1,1,Oceania
1955,American Samoa,ASM,1,2,Oceania
1956,American Samoa,ASM,0,2,Oceania
1957,American Samoa,ASM,0,2,Oceania
1958,American Samoa,ASM,1,3,Oceania
1959,American Samoa,ASM,0,3,Oceania
1960,American Samoa,ASM,0,3,Oceania
1961,American Samoa,ASM,0,3,Oceania
1962,American Samoa,ASM,0,3,Oceania
1963,American Samoa,ASM,0,3,Oceania
1964,American Samoa,ASM,0,3,Oceania
1965,American Samoa,ASM,0,3,Oceania
1966,American Samoa,ASM,0,3,Oceania
1967,American Samoa,ASM,0,3,Oceania
1968,American Samoa,ASM,0,3,Oceania
1969,American Samoa,ASM,0,3,Oceania
1970,American Samoa,ASM,0,3,Oceania
1971,American Samoa,ASM,0,3,Oceania
1972,American Samoa,ASM,0,3,Oceania
1973,American Samoa,ASM,0,3,Oceania
1974,American Samoa,ASM,0,3,Oceania
1975,American Samoa,ASM,0,3,Oceania
1976,American Samoa,ASM,0,3,Oceania
1977,American Samoa,ASM,0,3,Oceania
1978,American Samoa,ASM,0,3,Oceania
1979,American Samoa,ASM,0,3,Oceania
1980,American Samoa,ASM,0,3,Oceania
1981,American Samoa,ASM,0,3,Oceania
1982,American Samoa,ASM,0,3,Oceania
1983,American Samoa,ASM,0,3,Oceania
1984,American Samoa,ASM,0,3,Oceania
1985,American Samoa,ASM,0,3,Oceania
1986,American Samoa,ASM,0,3,Oceania
1987,American Samoa,ASM,0,3,Oceania
1988,American Samoa,ASM,0,3,Oceania
1989,American Samoa,ASM,0,3,Oceania
1990,American Samoa,ASM,0,3,Oceania
1991,American Samoa,ASM,0,3,Oceania
1992,American Samoa,ASM,0,3,Oceania
1993,American Samoa,ASM,0,3,Oceania
1994,American Samoa,ASM,0,3,Oceania
1995,American Samoa,ASM,0,3,Oceania
1996,American Samoa,ASM,0,3,Oceania
1997,American Samoa,ASM,0,3,Oceania
1998,American Samoa,ASM,0,3,Oceania
1999,American Samoa,ASM,0,3,Oceania
2000,American Samoa,ASM,0,3,Oceania
2001,American Samoa,ASM,0,3,Oceania
2002,American Samoa,ASM,0,3,Oceania
2003,American Samoa,ASM,0,3,Oceania
2004,American Samoa,ASM,0,3,Oceania
2005,American Samoa,ASM,0,3,Oceania
2006,American Samoa,ASM,0,3,Oceania
2007,American Samoa,ASM,0,3,Oceania
2008,American Samoa,ASM,0,3,Oceania
2009,American Samoa,ASM,0,3,Oceania
2010,American Samoa,ASM,0,3,Oceania
2011,American Samoa,ASM,0,3,Oceania
2012,American Samoa,ASM,0,3,Oceania
2013,American Samoa,ASM,0,3,Oceania
2014,American Samoa,ASM,0,3,Oceania
2015,American Samoa,ASM,0,3,Oceania
2016,American Samoa,ASM,0,3,Oceania
2017,American Samoa,ASM,0,3,Oceania
2018,American Samoa,ASM,0,3,Oceania
2019,American Samoa,ASM,0,3,Oceania
2020,American Samoa,ASM,0,3,Oceania
2021,American Samoa,ASM,0,3,Oceania
2022,American Samoa,ASM,0,3,Oceania
2023,American Samoa,ASM,0,3,Oceania
2024,American Samoa,ASM,0,3,Oceania
1700,Antigua,ATG,0,0,America
1703,Antigua,ATG,0,0,America
1721,Antigua,ATG,0,0,America
1733,Antigua,ATG,0,0,America
1738,Antigua,ATG,0,0,America
1748,Antigua,ATG,0,0,America
1749,Antigua,ATG,0,0,America
1751,Antigua,ATG,0,0,America
1753,Antigua,ATG,0,0,America
1755,Antigua,ATG,0,0,America
1764,Antigua,ATG,0,0,America
1767,Antigua,ATG,0,0,America
1771,Antigua,ATG,0,0,America
1776,Antigua,ATG,0,0,America
1779,Antigua,ATG,0,0,America
1780,Antigua,ATG,0,0,America
1783,Antigua,ATG,0,0,America
1784,Antigua,ATG,0,0,America
1785,Antigua,ATG,0,0,America
1786,Antigua,ATG,0,0,America
1788,Antigua,ATG,0,0,America
1791,Antigua,ATG,0,0,America
1792,Antigua,ATG,0,0,America
1800,Antigua,ATG,0,0,America
1802,Antigua,ATG,0,0,America
1803,Antigua,ATG,0,0,America
1804,Antigua,ATG,0,0,America
1805,Antigua,ATG,0,0,America
1807,Antigua,ATG,0,0,America
1808,Antigua,ATG,1,1,America
1810,Antigua,ATG,0,1,America
1812,Antigua,ATG,0,1,America
1815,Antigua,ATG,0,1,America
1816,Antigua,ATG,0,1,America
1817,Antigua,ATG,0,1,America
1818,Antigua,ATG,0,1,America
1819,Antigua,ATG,0,1,America
1822,Antigua,ATG,0,1,America
1823,Antigua,ATG,0,1,America
1825,Antigua,ATG,0,1,America
1826,Antigua,ATG,0,1,America
1827,Antigua,ATG,0,1,America
1828,Antigua,ATG,0,1,America
1829,Antigua,ATG,0,1,America
1830,Antigua,ATG,0,1,America
1831,Antigua,ATG,0,1,America
1832,Antigua,ATG,0,1,America
1834,Antigua,ATG,0,1,America
1835,Antigua,ATG,0,1,America
1836,Antigua,ATG,0,1,America
1837,Antigua,ATG,0,1,America
1839,Antigua,ATG,0,1,America
1840,Antigua,ATG,0,1,America
1841,Antigua,ATG,0,1,America
1842,Antigua,ATG,0,1,America
1844,Antigua,ATG,0,1,America
1845,Antigua,ATG,0,1,America
1846,Antigua,ATG,0,1,America
1847,Antigua,ATG,0,1,America
1848,Antigua,ATG,0,1,America
1849,Antigua,ATG,0,1,America
1850,Antigua,ATG,0,1,America
1851,Antigua,ATG,0,1,America
1852,Antigua,ATG,0,1,America
1853,Antigua,ATG,0,1,America
1855,Antigua,ATG,0,1,America
1856,Antigua,ATG,0,1,America
1857,Antigua,ATG,0,1,America
1858,Antigua,ATG,0,1,America
1859,Antigua,ATG,0,1,America
1860,Antigua,ATG,0,1,America
1861,Antigua,ATG,0,1,America
1862,Antigua,ATG,0,1,America
1863,Antigua,ATG,0,1,America
1864,Antigua,ATG,0,1,America
1865,Antigua,ATG,0,1,America
1866,Antigua,ATG,0,1,America
1867,Antigua,ATG,0,1,America
1868,Antigua,ATG,0,1,America
1869,Antigua,ATG,0,1,America
1870,Antigua,ATG,0,1,America
1871,Antigua,ATG,0,1,America
1872,Antigua,ATG,0,1,America
1873,Antigua,ATG,0,1,America
1874,Antigua,ATG,0,1,America
1875,Antigua,ATG,0,1,America
1876,Antigua,ATG,0,1,America
1877,Antigua,ATG,0,1,America
1878,Antigua,ATG,0,1,America
1879,Antigua,ATG,0,1,America
1880,Antigua,ATG,0,1,America
1881,Antigua,ATG,0,1,America
1882,Antigua,ATG,0,1,America
1883,Antigua,ATG,0,1,America
1884,Antigua,ATG,0,1,America
1885,Antigua,ATG,0,1,America
1886,Antigua,ATG,0,1,America
1887,Antigua,ATG,0,1,America
1888,Antigua,ATG,0,1,America
1889,Antigua,ATG,0,1,America
1890,Antigua,ATG,0,1,America
1891,Antigua,ATG,0,1,America
1892,Antigua,ATG,0,1,America
1893,Antigua,ATG,0,1,America
1894,Antigua,ATG,0,1,America
1895,Antigua,ATG,0,1,America
1896,Antigua,ATG,0,1,America
1897,Antigua,ATG,0,1,America
1898,Antigua,ATG,0,1,America
1899,Antigua,ATG,0,1,America
1900,Antigua,ATG,0,1,America
1901,Antigua,ATG,0,1,America
1902,Antigua,ATG,0,1,America
1903,Antigua,ATG,0,1,America
1904,Antigua,ATG,0,1,America
1905,Antigua,ATG,0,1,America
1906,Antigua,ATG,0,1,America
1907,Antigua,ATG,0,1,America
1908,Antigua,ATG,0,1,America
1909,Antigua,ATG,0,1,America
1910,Antigua,ATG,0,1,America
1911,Antigua,ATG,0,1,America
1912,Antigua,ATG,0,1,America
1913,Antigua,ATG,0,1,America
1914,Antigua,ATG,0,1,America
1915,Antigua,ATG,0,1,America
1916,Antigua,ATG,0,1,America
1917,Antigua,ATG,0,1,America
1918,Antigua,ATG,0,1,America
1919,Antigua,ATG,0,1,America
1920,Antigua,ATG,0,1,America
1921,Antigua,ATG,0,1,America
1922,Antigua,ATG,0,1,America
1923,Antigua,ATG,0,1,America
1924,Antigua,ATG,0,1,America
1925,Antigua,ATG,0,1,America
1926,Antigua,ATG,0,1,America
1927,Antigua,ATG,0,1,America
1928,Antigua,ATG,0,1,America
1929,Antigua,ATG,0,1,America
1930,Antigua,ATG,0,1,America
1931,Antigua,ATG,0,1,America
1932,Antigua,ATG,0,1,America
1933,Antigua,ATG,0,1,America
1934,Antigua,ATG,0,1,America
1935,Antigua,ATG,0,1,America
1936,Antigua,ATG,0,1,America
1937,Antigua,ATG,0,1,America
1938,Antigua,ATG,0,1,America
1939,Antigua,ATG,0,1,America
1940,Antigua,ATG,0,1,America
1941,Antigua,ATG,0,1,America
1942,Antigua,ATG,0,1,America
1943,Antigua,ATG,0,1,America
1944,Antigua,ATG,0,1,America
1945,Antigua,ATG,0,1,America
1946,Antigua,ATG,0,1,America
1947,Antigua,ATG,0,1,America
1948,Antigua,ATG,0,1,America
1949,Antigua,ATG,0,1,America
1950,Antigua,ATG,0,1,America
1951,Antigua,ATG,0,1,America
1952,Antigua,ATG,0,1,America
1953,Antigua,ATG,0,1,America
1954,Antigua,ATG,0,1,America
1955,Antigua,ATG,0,1,America
1956,Antigua,ATG,0,1,America
1957,Antigua,ATG,0,1,America
1958,Antigua,ATG,0,1,America
1959,Antigua,ATG,0,1,America
1960,Antigua,ATG,0,1,America
1961,Antigua,ATG,0,1,America
1962,Antigua,ATG,0,1,America
1963,Antigua,ATG,0,1,America
1964,Antigua,ATG,0,1,America
1965,Antigua,ATG,0,1,America
1966,Antigua,ATG,0,1,America
1967,Antigua,ATG,0,1,America
1968,Antigua,ATG,0,1,America
1969,Antigua,ATG,0,1,America
1970,Antigua,ATG,0,1,America
1971,Antigua,ATG,0,1,America
1972,Antigua,ATG,0,1,America
1973,Antigua,ATG,0,1,America
1974,Antigua,ATG,0,1,America
1975,Antigua,ATG,0,1,America
1976,Antigua,ATG,0,1,America
1977,Antigua,ATG,0,1,America
1978,Antigua,ATG,0,1,America
1979,Antigua,ATG,0,1,America
1980,Antigua,ATG,0,1,America
1981,Antigua,ATG,0,1,America
1982,Antigua,ATG,0,1,America
1983,Antigua,ATG,0,1,America
1984,Antigua,ATG,0,1,America
1985,Antigua,ATG,0,1,America
1986,Antigua,ATG,0,1,America
1987,Antigua,ATG,0,1,America
1988,Antigua,ATG,0,1,America
1989,Antigua,ATG,0,1,America
1990,Antigua,ATG,0,1,America
1991,Antigua,ATG,0,1,America
1992,Antigua,ATG,0,1,America
1993,Antigua,ATG,0,1,America
1994,Antigua,ATG,0,1,America
1995,Antigua,ATG,0,1,America
1996,Antigua,ATG,0,1,America
1997,Antigua,ATG,0,1,America
1998,Antigua,ATG,0,1,America
1999,Antigua,ATG,0,1,America
2000,Antigua,ATG,0,1,America
2001,Antigua,ATG,0,1,America
2002,Antigua,ATG,0,1,America
2003,Antigua,ATG,0,1,America
2004,Antigua,ATG,0,1,America
2005,Antigua,ATG,0,1,America
2006,Antigua,ATG,0,1,America
2007,Antigua,ATG,0,1,America
2008,Antigua,ATG,0,1,America
2009,Antigua,ATG,0,1,America
2010,Antigua,ATG,0,1,America
2011,Antigua,ATG,1,2,America
2012,Antigua,ATG,0,2,America
2013,Antigua,ATG,0,2,America
2014,Antigua,ATG,0,2,America
2015,Antigua,ATG,0,2,America
2016,Antigua,ATG,0,2,America
2017,Antigua,ATG,0,2,America
2018,Antigua,ATG,0,2,America
2019,Antigua,ATG,0,2,America
2020,Antigua,ATG,0,2,America
2021,Antigua,ATG,0,2,America
